,text,search_term,related,sentiment1,sentiment2,sentiment3
4864,United Airlines in talks with U.S. officials about financial support ,United Airlines,1.0,1.0,0.0,0.0
4865,United Airlines borrows $2 billion as coronavirus slams industry,United Airlines,1.0,1.0,-1.0,-1.0
4868,"United Airlines shores up liquidity, cuts costs to weather coronavirus ",United Airlines,1.0,-1.0,0.0,0.0
4881,"US airlines will continue to fly from Europe for nearly another week, even though most European visitors will be banned from coming to the United States after Friday night ",United Airlines,1.0,0.5,0.0,0.0
4882,"American Airlines will continue to fly from Europe for another week, even though some travel will be banned to the United States after Friday night ",United Airlines,1.0,0.5,0.0,0.0
4883,"With a ban on travel from much of Europe to the United States going into effect Friday, airlines are outlining waivers and policies for affected travelers ",United Airlines,1.0,0.5,0.0,0.0
4893,Uber is giving away free trips and meals to NHS staff during coronavirus outbreak ,UBER,1.0,-1.0,0.0,0.0
4896,Uber rival Bolt facing legal action over minimum wage and workers' rights ,UBER,1.0,-1.0,0.5,0.0
4902,Uber CEO asks Trump to support gig workers impacted by the coronavirus ,UBER,1.0,1.0,0.0,0.0
4904,Former Uber self-driving head Levandowski agrees to plea deal over Google secrets. ,UBER,1.0,1.0,0.0,0.0
4907,Uber is delivering free meals to healthcare workers and first responders amid coronavirus crisis ,UBER,1.0,1.0,0.0,0.0
4908,Have you heard about Uber Freight? Here’s how this online platform is changing the game in the trucking industry. ,UBER,0.0,0.5,0.0,0.0
4918,"Is Uber app not working? Uber logins denied, down reports worldwide ",UBER,1.0,-1.0,0.0,-0.5
4919,"Gig economy workers are being left without a safety net during the #coronavirus outbreak. @kaelynforde talks to @AJTheTake about the stark inequalities faced by your Uber drivers, food couriers, and many more: ",UBER,1.0,1.0,0.0,0.0
4920,"Uber’s chief executive called for its drivers to be included under a planned $2tn US government stimulus package, despite resisting legal changes that would classify its workers as employees",UBER,1.0,1.0,0.0,0.0
4924,Uber whistleblower Susan Fowler: ‘Everything was chaos’ ,UBER,1.0,-1.0,0.0,0.0
4926,Uber and Lyft drivers protest to demand more benefits during coronavirus crisis ,UBER,1.0,1.0,0.0,0.0
4927,Coronavirus forces companies like Uber and Lyft to reckon with workers' rights ,UBER,1.0,1.0,0.0,0.0
4930,"Uber, delivery services to compensate drivers who catch #coronavirus. ",UBER,1.0,1.0,0.0,0.0
4935,"How to use apps like Uber and Airbnb with social distancing in mind: If you absolutely must use sharing-economy services right now, take these precautions ",UBER,1.0,1.0,0.0,0.0
4936,Uber joins major tech companies in urging employees to work from home ,UBER,1.0,1.0,0.0,0.0
4937,Uber may suspend accounts for users exposed to coronavirus ,UBER,1.0,-1.0,0.0,0.0
4945,"Uber, Lyft, DoorDash, Postmates and Instacart are in talks to set up a fund to pay drivers who have been affected by the novel coronavirus ",UBER,1.0,1.0,0.0,0.0
4946,"In an email to employees, Uber said it will compensate drivers diagnosed with the coronavirus or quarantined by a public health authority with up to 14 days of missed pay",UBER,1.0,1.0,0.0,0.0
4947,A ruling in France appears to be the first from a top court that contradicts Uber's contention its drivers are independent contractors ,UBER,1.0,0.5,-0.5,-0.5
4949,Uber and Lyft promised their apps would reduce traffic in cities. The opposite happened. ,UBER,1.0,-1.0,0.0,0.0
4952,Uber CEO seeks help for workers in U.S. coronavirus stimulus ,UBER,1.0,1.0,0.0,0.0
4957,Uber shares soar after CEO says enough cash to ride out coronavirus crisis ,UBER,1.0,0.0,1.5,1.0
4958,".@GavinoGaray shares his morning Uber ride to work in Washington, D.C. A commute that typically takes up to 20 minutes took just seven",UBER,0.0,1.0,0.0,0.0
4960,"62-year-old Tammie Jean is a lung and breast cancer survivor, but as a Lyft and Uber driver in Los Angeles, she faces an incredibly high risk of contracting #coronavirus",UBER,1.0,-1.0,0.0,0.0
4961,"Driving an Uber or Lyft can be stressful at times, but after the #coronavirus outbreak, the job has just become more so ",UBER,1.0,1.0,0.0,0.0
4964,"From @Breakingviews: Uber has fought hard to avoid treating drivers like employees. Now, it's offering drivers 14 days of sick pay if they get #coronavirus or are quarantined because of it",UBER,1.0,1.0,0.0,0.0
4967,"Uber may temporarily suspend accounts of riders, drivers with coronavirus: CNN ",UBER,1.0,-1.0,0.0,0.0
4968,Uber's challenge to balance driver safety with customer privacy ,UBER,1.0,1.0,0.0,0.0
4969,Uber says it will compensate drivers diagnosed with coronavirus ,UBER,1.0,1.0,0.0,0.0
4974,Uber open to using self-driving tech from competition: CEO ,UBER,1.0,1.0,0.0,0.0
4975,Uber ride-hailing business to take small coronavirus hit: CEO ,UBER,1.0,1.0,-0.5,-0.5
4976,Top French court recognizes Uber driver as employee ,UBER,1.0,1.0,0.0,0.0
4977,"ICYMI: It’s a ride-hailing, farm style. Deere is teaming up with the ‘Uber of tractors’ in Africa ",UBER,0.0,-1.0,0.0,0.0
4979,"Mumbai is India's most 'forgetful' city, says Uber ",UBER,1.0,-1.0,0.0,0.0
4980,"Uber said it is considering suspending the accounts of riders and drivers who have contracted the novel coronavirus or have been ""exposed"" to it. ",UBER,1.0,1.0,0.0,0.0
4981,Uber will offer drivers and delivery people 14 days of paid sick leave if they fall ill with coronavirus or are placed in quarantine,UBER,1.0,1.0,0.0,0.0
4984,"Walmart, Uber and other major companies announced new policies this week to grant paid leave or other compensation to workers who contract the new coronavirus or are quarantined by order of the government or their companies ",UBER,1.0,-1.0,0.0,0.0
4988,Royal Caribbean suspends global operations after virus outbreak ,Royal Caribbean,1.0,0.5,-0.5,-1.0
4990,"From Exxon to Royal Caribbean Cruises, U.S. companies rush to hoard cash ",Royal Caribbean,1.0,1.0,0.0,0.0
4992,"Royal Caribbean withdraws 2020 forecast, boosts liquidity amid coronavirus fears",Royal Caribbean,1.0,0.5,0.0,0.0
4999,"Peugeot 208 wins #COTY award How the chic French supermini, offered in petrol, diesel or electric forms, triumphed over pure electric models from Tesla and Porsche | Andrew English Now free to read",Tesla,0.0,-1.0,0.0,0.0
5000,Elon Musk downplays coronavirus as Tesla factory stays open amid crisis ,Tesla,1.0,0.5,0.0,0.0
5010,Growing Tesla from the Roadster to the Model 3 was a bumpy road — and Wall Street was along for the wild ride. Just how exactly did Elon Musk and Tesla start an electric car revolution? Take a look back at Tesla's storied history:,Tesla,1.0,1.0,0.0,0.0
5011,"Tesla and Elon Musk may have started an EV revolution, but it was a wild ride to get to the Model 3. Watch the full documentary here:",Tesla,1.0,1.0,0.0,0.0
5012,"Take a look back: In 2003, a startup called Tesla Motors came out with an ambitious plan that would transform the auto industry. Today, the company's ambition has never been bigger and the stakes for it have never been higher. Watch the full documentary:",Tesla,1.0,1.0,0.0,0.0
5014,"Stocks making the biggest moves after hours: Crowdstrike, Ollie's Bargain Outlet, Tesla &amp; more ",Tesla,1.0,-1.0,1.5,1.0
5015,Tesla temporarily suspending production at Bay Area factory amid coronavirus outbreak ,Tesla,1.0,1.0,-0.5,-0.5
5016,"Tesla will take temperatures of Fremont factory employees and hand out masks, internal email says ",Tesla,1.0,1.0,0.0,0.0
5017,"Tesla HR memo: Essential employees, including production, should still come to work ",Tesla,0.0,0.5,0.0,0.0
5018,"Tesla Fremont still open after county orders minimum basic operations, says report ",Tesla,0.0,-1.0,0.0,0.0
5019,Tesla stock drops after hours as county says Fremont factory is not an ‘essential business.’ ,Tesla,1.0,0.5,-1.5,-1.0
5020,"Tesla's Fremont car plant not an 'essential business,' can only keep basic operations, says county ",Tesla,1.0,1.0,-0.5,-0.5
5021,Tesla factory is still open for business as Musk tells employees 'I will personally be at work' ,Tesla,1.0,1.0,0.0,0.0
5022,"Tesla begins Model Y deliveries, meeting expectations for the crossover SUV ",Tesla,1.0,1.0,0.0,0.0
5023,"New for subscribers: Tesla is still not cheap after 40% plunge, Bernstein says",Tesla,1.0,0.5,-1.0,-1.0
5025,Tesla shareholder trial delayed by judge due to coronavirus concerns ,Tesla,1.0,-1.0,0.0,0.0
5026,"The “Dr. Frankenstein of Teslas"" goes from a YouTube channel where he rebuilds Teslas to opening a shop to fix cars Tesla can't service. ",Tesla,1.0,-1.0,0.0,0.0
5027,"The Toyota Prius revolutionized the automotive industry, but it has fallen on harder times as competitors have caught up and Tesla has stolen the limelight. ",Tesla,1.0,-1.0,0.5,1.0
5029,Tesla reportedly sends employees back to US from Germany ahead of Trump travel ban ,Tesla,1.0,-1.0,0.0,0.0
5030,"Starting electric car company Tesla was “idiocy squared,” according to Elon Musk. (via @CNBCMakeIt)",Tesla,1.0,0.0,-0.5,0.0
5033,Elon Musk says Tesla has now produced 1 million electric vehicles,Tesla,1.0,1.0,0.0,0.0
5037,Tesla delivered cars to customers in China with lower-performance Autopilot hardware than promised ,Tesla,1.0,0.5,-0.5,-1.0
5047,"Elon Musk asked to help with ventilator shortage after Tesla CEO says equipment is ""not difficult"" to produce ",Tesla,1.0,0.5,0.0,0.0
5055,"Elon Musk said college 'fun' but 'not for learning', he wants to make sure Tesla recruitment doesn't require a college degree ",Tesla,0.0,1.0,0.0,0.0
5058,The San Francisco bay area ordered millions to shelter in place. Elon Musk had Tesla employees report to work anyway. ,Tesla,1.0,1.0,-0.5,-0.5
5061,"Tesla must conduct ""minimum basic operation only,"" the Alameda County Sheriff's Office said, as California attempted to mitigate the effects of the coronavirus pandemic ",Tesla,1.0,-1.0,0.0,0.0
5063,Some kitchen knives cost about as much as a Tesla. Are they worth it? ,Tesla,1.0,1.0,0.0,0.0
5072,Tesla CEO says bought ventilators in China for U.S ,Tesla,1.0,1.0,0.0,0.0
5075,Tesla's China car registrations fall 35% month-on-month in February,Tesla,1.0,0.5,-1.0,-1.0
5076,"Corona Capital: From bullish financiers to China’s Tesla tipping, here is @Breakingviews' daily column covering pandemic-related insights that you might have missed ",Tesla,1.0,-1.0,0.0,0.0
5078,"From @Breakingviews - Corona Capital: Overconfident financiers, China’s Tesla tipping and Lufthansa charts bailout path ",Tesla,1.0,1.0,0.0,0.0
5079,Tesla's Musk offers to make ventilators amid shortage in coronavirus battle ,Tesla,1.0,1.0,0.0,0.0
5083,Tesla's California factory operating despite coronavirus lockdown order: witnesses ,Tesla,1.0,-1.0,0.0,0.0
5086,Tesla's U.S. factory to stay open as coronavirus lockdown begins: report ,Tesla,1.0,1.0,0.0,0.0
5089,Musk told Tesla employees in memo to stay home if unwell: sources ,Tesla,1.0,-1.0,0.0,0.0
5095,"Outspoken Tesla chief Elon Musk faces $1 billion trial, test of temperament",Tesla,1.0,0.0,-1.0,-1.0
5096,China says it has asked Tesla to be consistent in its Shanghai-made cars after complaints from customers that the carmaker is using less advanced chips in some models ,Tesla,1.0,0.5,-0.5,-1.0
5097,"Tesla scouting central U.S. for new factory, Musk says ",Tesla,1.0,1.0,0.0,0.0
5106,"Tesla advertises for solar, energy storage staff in China ",Tesla,1.0,1.0,0.0,0.0
5107,Tesla wins approval to sell longer-range China-made Model 3 vehicles,Tesla,1.0,1.0,0.0,0.0
5108,GM to tout its electric vehicles to investors swooning over Tesla ,Tesla,1.0,1.0,-0.5,-0.5
5114,"The Insurance Institute for Highway Safety is calling for the creation of safety regulations of partially automated driver assistance systems, like Tesla's Autopilot and GM's Super Cruise. ",Tesla,1.0,1.0,0.0,0.0
5116,"Elon Musk, the CEO of Tesla and SpaceX, offered public support this week for Jack Dorsey, the CEO of Twitter and Square, who is facing new pressure from an activist investor to give up his top spot at one of the two companies. ",Tesla,1.0,1.0,-0.5,0.0
5122,Hundreds of Whatsapp and Facebook groups have formed across the UK in recent days to protect the vulnerable from #Covid19,Facebook,0.0,1.0,0.0,0.0
5124,A Vancouver hospital is being inundated with unneeded supplies after a misinformed Facebook post went viral. ,Facebook,1.0,0.0,-0.5,0.0
5125,"Oil and gas companies, and groups linked to them, have been spending large sums on Facebook ads promoting the Coastal GasLink project or opposing rail blockades. ",Facebook,0.0,1.0,0.0,0.0
5126,"Facebook, Google and Twitter struggling to handle 2020 election",Facebook,1.0,1.0,0.0,0.0
5127, Face mask price gougers continue to profit from #coronavirus pandemic on Facebook ,Facebook,1.0,1.0,-0.5,0.0
5136,Matt Hancock says coronavirus is government's 'biggest public health campaign in history' – despite no adverts on Facebook or Instagram ,Facebook,0.0,-1.0,0.0,0.0
5140,Facebook bug blocks news articles about coronavirus pandemic ,Facebook,1.0,0.0,-0.5,0.0
5142,"Facebook, Google, Microsoft and other tech giants join forces to fight coronavirus ",Facebook,1.0,1.0,0.0,0.0
5143,Jared Kushner asked Karlie Kloss's father for coronavirus advice - so he crowd-sourced it on Facebook ,Facebook,0.0,0.5,0.0,0.0
5144,Divorce cases to be streamed live on YouTube and Facebook ,Facebook,0.0,0.5,0.0,0.0
5146,Tens of thousands of political ads on Facebook lacked details of buyer ,Facebook,1.0,0.5,-0.5,0.0
5149,Pelosi slams Facebook for misleading Trump Census ads ,Facebook,1.0,1.0,-0.5,-0.5
5150,Trump's coronavirus 'hoax' comments spark Facebook fact-checking feud ,Facebook,1.0,-1.0,0.0,0.0
5151,Facebook reveals new rules to stop spread of coronavirus lies and rumours ,Facebook,1.0,0.5,0.0,0.0
5152,"#coronavirus latest: Facebook gives free advertising to World Health Organisation It seeks to ensure users are not misinformed about the virus, its risks and how to react to it ",Facebook,1.0,1.0,0.0,0.0
5153,Facebook rethinks Libra cryptocurrency plans after claims it 'failed' ,Facebook,1.0,1.0,-0.5,-0.5
5159,"Facebook controlled by right-wing echo chamber, Clinton claims blaming social media for bias against her ",Facebook,1.0,0.0,-0.5,0.0
5160,War on ‘fake news’ made Facebook users more gullible – just in time for the 2020 election! Is anyone surprised?,Facebook,0.0,-1.0,0.0,0.0
5166,Facebook will ban certain ads to prevent efforts to exploit coronavirus fears ,Facebook,1.0,-1.0,0.5,0.5
