,text,search_term,label0
1624,An auto safety agency is examining allegations about the problem with all 3 of Tesla's electric vehicles.,Tesla,1
1625,"Tesla's self-driving Autopilot system has come under increased scrutiny after three crashes, which killed three people. ",Tesla,1
1626,Tesla denies cars will ‘spontaneously accelerate’ ,Tesla,1
1631,Review: Doctor Who’s Nikola Tesla episode is unlikely to beat Dancing on Ice in the ratings war ,Tesla,0
1632,Tesla sells ‘bulletproof’ t-shirt mocking viral Cybertruck launch ,Tesla,1
1634,"Another day, another Russian Tesla #Cybertruck",Tesla,1
1635,#Tesla became the first $100 billion publicly listed US carmaker,Tesla,1
1636,New jobs vs Environmental threat: #Tesla factory project divides German town ,Tesla,1
1637,#Tesla becomes biggest automaker in US history by market cap despite struggling to scratch out a profit ,Tesla,1
1638,#Tesla factory project near #Berlin divides town over climate and jobs,Tesla,1
1639,#ElonMusk’s girlfriend #Grimes announces pregnancy... Is this the reason he performed mild striptease in excitement at the launch of #Tesla car in #Shanghai? DETAILS: ,Tesla,1
1640,.@elonmusk busts some hot moves on stage as he rejoices at launch of #Tesla car in #Shanghai DETAILS: ,Tesla,1
1641,"The government would facilitate the #Tesla’s presence in the country, offering 10 years of zero tax and custom-free import for factory setup",Tesla,1
1644,"Tesla directors settle, isolating Musk as SolarCity trial looms. ",Tesla,1
1645,Tesla reported earnings that beat analysts’ expectations in Q4 and delivered a record number of vehicles. So what’s ahead for 2020?,Tesla,1
1646,"Tesla CEO Elon Musk said, “We’re spending money as quickly as we can spend it sensibly.” ",Tesla,1
1648,Tesla spikes on earnings – here's what to watch next ,Tesla,1
1649,“Do we value it like GM or do we value it like Facebook?” one analyst says following Tesla’s better-than-expected Q4 results.,Tesla,1
1650,"Elon Musk rips Tesla analysts, says individual investors 'have better insights' than Wall Street ",Tesla,1
1651,"Cramer praises Elon Musk for a 'magnificent' quarter, compares Tesla stock to Netflix and Amazon ",Tesla,1
1652,New for subscribers: This stock could be another way to play Tesla's boom ,Tesla,1
1653,Tesla short sellers lose more than $1 billion in one day as stock skyrockets on earnings,Tesla,1
1654,New for subscribers: Here's what every major analyst had to say about Tesla's big earnings beat ,Tesla,1
1655,Here's what you need to know before the stock market opens: 1. Tesla shares surge after better than expected Q4 results. 2. Death toll from coronavirus outbreak rises along with confirmed cases. Read more:,Tesla,1
1657,"What to watch today: Dow to fall, Tesla's rally and coronavirus concerns ",Tesla,1
1658,"Elon Musk says Tesla won't raise capital, will focus on lowering cost of batteries ",Tesla,1
1659,Tesla shares now up more than 11% after hours on earnings beat.,Tesla,1
1660,"Tesla spikes, up 7% after the bell, following an earnings beat.",Tesla,1
1662,One options trader bets big money on Tesla's stock cracking $800,Tesla,1
1664,Tesla's massive stock rally faces a moment of truth as the company reports earnings ,Tesla,1
1665,GM upgrades Super Cruise driver-assist system to better match Tesla's Autopilot ,Tesla,1
1666,American World War II bombs found at Tesla's new German site have been defused ,Tesla,1
1667,"The “Dr. Frankenstein of Teslas"" is going from a YouTube channel where he rebuilds Teslas to opening a shop to fix cars Tesla can't service. ",Tesla,1
1668,"The Toyota Prius revolutionized the automotive industry, but it has fallen on harder times as competitors have caught up and Tesla has stolen the limelight. ",Tesla,1
1669,Senator asks Tesla to re-brand its Autopilot feature because it can confuse drivers ,Tesla,1
1670,"Tesla could eventually reach a trillion-dollar valuation, think tank says $TSLA (via @TradingNation)",Tesla,1
1671,"Here are Thursday's biggest analyst calls of the day: Tesla, General Electric, Micron &amp; more ",Tesla,1
1673,"Tesla is paving the way and we appreciate that, VW CEO says ",Tesla,1
1675,Tesla short sellers could help Elon Musk score a payday worth hundreds of millions ,Tesla,1
1676,"Stocks making the biggest moves midday: Tesla, Capital One, Northern Trust, IBM &amp; more ",Tesla,1
1677,"Tesla has officially hit the $100 billion market cap, setting Elon Musk up for a huge payday.",Tesla,1
1680,History shows Tesla may have a rough go of it from here after stock doubled in 6 months,Tesla,1
1681,"Tesla shares will rally 50% to $800, says Street's biggest bull on the stock",Tesla,1
1683,Tesla denies driver complaints of sudden unintended acceleration ,Tesla,1
1684,This bad habit annoys Richard Branson and will get you fired from Tesla. (via @CNBCMakeIt),Tesla,1
1685,Here's how this YouTuber referred $10 million in sales to Tesla — and won a free car.,Tesla,1
1688,"Stocks making the biggest moves midday: Morgan Stanley, Tesla, Alcoa &amp; more ",Tesla,1
1690,Here’s why Morgan Stanley is downgrading Tesla to underweight. ,Tesla,1
1691,Morgan Stanley just lowered its rating on Tesla. Here’s why. ,Tesla,1
1692,Tesla shares fall after Morgan Stanley recommends dumping the stock. Here are the details ,Tesla,1
1694,New Tesla registrations in California nearly halved in the fourth quarter ,Tesla,1
1715,"""If you can put together Legos you can put together a Tesla,” says this Tesla owner who decided to take repairs into his own hands. ",Tesla,1
1720,"Here are Friday's biggest analyst calls of the day: Nvidia, Facebook, Tesla, Amazon &amp; more ",Tesla,1
1721,"Chinese vehicle registration data shows big Tesla potential, Piper says as it hikes target by 30%",Tesla,1
1724,"Alphabet health group Verily scoops up Tesla's former CFO, among other key hires ",Tesla,1
1726,Wall Street starts to turn cautious on Tesla with two downgrades as shares near $500,Tesla,1
1727,"What to watch today: Dow indicated at record, Trump war powers vote and Tesla new high ",Tesla,1
1729,U.S. safety agency opens probe into fatal Tesla Model 3 crash in Indiana.,Tesla,1
1730,Ex-GM executive Bob Lutz finally has something encouraging to say about Elon Musk and Tesla ,Tesla,1
1731,Tesla's trek to all-time highs has put prospective buyers in a tough spot. (via @TradingNation) ,Tesla,1
1736,"Tesla price target raised to $556 by Argus Research, highest on Wall Street",Tesla,1
1740,Cramer: I believe in Tesla stock because of how quickly Elon Musk found success in China ,Tesla,1
1741,"Tesla reached new highs today and started to roll out deliveries for its China-made Model 3. So what’s next for the company? “When I think about that road to a higher market-cap, there are some asterisks there,” one analyst says.",Tesla,1
1743,"LISTEN NOW: Bold calls from Blackstone’s Byron Wien, new milestones from Tesla and tech founders moving on to new ventures — these stories and more on the Squawk Pod podcast by @SquawkCNBC. Subscribe here: ",Tesla,1
1744,Watch Elon Musk dancing at Tesla's Gigafactory in China ,Tesla,1
1747,"Tesla bear is forced to hike price target after rally, but still expects a 25% drop",Tesla,1
1748,"What to watch today: Dow to open steady, Carlos Ghosn's $350,000 getaway and Tesla bets on China",Tesla,1
1749,Elon Musk says will design a future Tesla car in China for global market ,Tesla,1
1750,China could be the 'swing factor' for Tesla's stock as Model 3 cars roll out to Chinese consumers,Tesla,1
1752,"Tesla delivered 112,000 vehicles globally during Q4, beating Wall Street estimates. This brings Tesla's vehicle delivery total to 367,500 in 2019.",Tesla,1
1753,"Stocks making the biggest moves midday: L3Harris, Tesla, Apache &amp; more",Tesla,1
1755,"Tesla tops Wall Street estimates with 112,000 vehicle deliveries in fourth quarter",Tesla,1
1760,US traffic safety agency launches probe of fatal Tesla Model S crash ,Tesla,1
1765,Tesla the first US carmaker to corner $100bn market value,Tesla,1
1766,"Elon Musk celebrated the launch of Tesla's Model 3 electric cars with some interesting dance moves during a visit to his company's 'Gigafactory' in Shanghai. To read more about the launch, click here:",Tesla,1
1770,Elon Musk flaunts striptease moves in front of Tesla workers in China ,Tesla,1
1771,Tesla called 2019 ‘a turning point’ for the company,Tesla,1
1773,"The market value of Tesla, the US electric carmaker, soared to almost $99bn several days ago, up from a low point of $32bn in the middle of last year",Tesla,1
1774,Jolt to Tesla’s stock sends valuation above $80bn,Tesla,1
1775,"Tesla delivered a total of 367,500 vehicles in 2019, meeting the company’s delivery guidance for the year and pushing shares to a record high. The electric car maker’s annual total was 50% higher than in 2018",Tesla,1
1776,Elon Musk on road to $50bn payout as Tesla's value passes $100bn,Tesla,1
1777,"Doctor Who recap: series 38, episode four – Nikola Tesla’s Night of Terror",Tesla,0
1778,Elon Musk set to cash in at Tesla as deliveries and shares soar ,Tesla,1
1781,Tesla says unintended acceleration claims are false ,Tesla,1
1782,"#DailyChinaBriefing on Jan. 19 China, Myanmar agree to jointly build community with shared future",Tesla,1
1783,Tesla's Model 3 orders spiked after authorities gave dozens of electric vehicle makers a new tax break,Tesla,1
1784,#DailyChinaBriefing on Jan. 8: 1. Made-in-China Tesla vehicles delivered to customers,Tesla,1
1786,"'@ElonMusk busts a move at Tesla's Shanghai gigafactory, as the electric carmaker launches its Model Y program. #Tesla ",Tesla,1
1787,"U.S. electric carmaker Tesla started delivering made-in-China vehicles to customers on a large scale on Tuesday at its Shanghai plant, just a year after the gigafactory broke ground @elonmusk",Tesla,1
1788,"A year after #Tesla broke ground on its first foreign car plant, in Shanghai, the U.S. car maker has launched its Model Y program @Tesla ",Tesla,1
1791,Tesla faces federal review of complaints its cars accelerate without warning ,Tesla,1
1793,"This very athletic dog helped its owner instruct class at a gym in California. The canine’s owner says Tesla, a miniature Australian Shepherd, loves doing burpees and playing with a frisbee. ",Tesla,0
